,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CNNM1,66.1554053512321,-2.20805726378423,0.487064335210355,-4.53339960280732,5.8041860250309e-06,3.2609800400819e-05
CNR2,27.0049371501987,-1.93935212080755,0.574621193872059,-3.37500973073985,0.000738130808820974,0.00240531821700058
CNRIP1,329.050005728382,-1.90704046980099,0.307905190659262,-6.19359636554936,5.88067066913185e-10,7.55985170825771e-09
CNTD2,55.0547675210952,2.67714464591354,0.441514230716351,6.06355233798445,1.33147426206761e-09,1.6038497205546e-08
CNTN1,875.134862435466,-3.16073011425864,0.565557886211265,-5.58869426334538,2.2878334384371e-08,2.12579852098898e-07
CNTN2,16.5898065843141,-1.88923402135984,0.579653656202823,-3.25924627774416,0.00111708649850308,0.00346291147163142
CNTN4,97.6537979598689,-2.19095653772111,0.366826803651441,-5.97272749949581,2.33319445020876e-09,2.68075830257423e-08
CNTN5,28.0193696899071,2.08775752969232,0.67415634430265,3.09684474133652,0.00195592286209185,0.00562536504214836
CNTNAP2,251.227193691879,2.41525703741833,0.715581149016529,3.37523849075368,0.000737517477030122,0.00240402539722682
COCH,301.984490724692,1.70815673400704,0.432627163993479,3.94833444631504,7.86968103927857e-05,0.00033268173625958
COL10A1,1148.2429696176,6.81112330906956,0.578010058462606,11.783745298803,4.7341752493575e-32,3.38997490920122e-29
COL11A1,1769.35413766767,5.74982282361455,0.561506822418998,10.2399874659475,1.31253373072044e-24,2.77482130995547e-22
COL14A1,2359.56560466175,-2.88584789209701,0.381574932398992,-7.5629912949298,3.9390397478769e-14,1.0534795701611e-12
COL18A1-AS1,0.587577829087603,-1.66835190747456,0.591961364674511,-2.81834593781624,0.00482717703246199,0.0123023737963939
COL19A1,49.3959431451438,-4.24020847889047,0.625847863356868,-6.77514253407723,1.2428366992334e-11,2.19676315968434e-10
COL21A1,200.616504573611,-2.51906183974309,0.440225578002299,-5.7222068994136,1.05149145014718e-08,1.04779247960566e-07
COL22A1,456.299231628818,1.80930996664007,0.547726108516739,3.3033115246957,0.000955501756923966,0.00301581515714463
COL2A1,37.0203584745193,3.8434158087054,0.598878046207447,6.41769360731261,1.38354351516463e-10,1.99947258786618e-09
COL4A4,238.25406388644,-2.24761991367554,0.431335352120929,-5.21084094457762,1.87986568429673e-07,1.45550256226086e-06
COL4A6,2204.86260632124,-2.23432294234536,0.419282212093178,-5.32892376042134,9.87964548614544e-08,8.13156731558978e-07
COL6A5,71.8049232737929,-2.13604834944522,0.548618623123506,-3.8935031721742,9.88069097815125e-05,0.000407982846601565
COL7A1,11724.3656281136,2.32919429573313,0.367468278994541,6.33849077288038,2.32026733634373e-10,3.19511751440187e-09
COLEC12,745.987363900788,-2.14349776044524,0.442673328504402,-4.84216604530293,1.28431369476867e-06,8.29720471375871e-06
COLGALT2,108.632577117217,-1.76692666208713,0.478052087926501,-3.69609652737002,0.000218939758420568,0.000825552022663455
COMP,2636.48516523366,1.9950622181983,0.574743565408637,3.4712214947197,0.000518096455307672,0.00176360503330885
COX6B2,109.698771541407,1.5598212672207,0.415287966607104,3.7559991924746,0.000172651249369492,0.000668150703191072
COX7A1,340.133702440884,-2.70769280657015,0.316241367719985,-8.56210819631815,1.10822122861459e-17,5.66827069879878e-16
COX7B2,100.736111653703,4.97897509282425,1.13461514326177,4.3882501678153,1.14266295106425e-05,5.97945124651678e-05
CP,2355.51957450362,1.73598086076113,0.612410237964818,2.83466988816222,0.00458730600123972,0.011762621995555
CPA3,427.563141133394,-2.38581030769283,0.438434411149496,-5.44165842602926,5.27868181780589e-08,4.58605104978064e-07
CPA4,597.175158689893,1.54866656074997,0.614010701774665,2.52221428107667,0.0116618645006502,0.0264341946477519
CPA6,40.963710249688,-2.30262058971579,0.586491578405215,-3.92609318615804,8.63367187834156e-05,0.000362082464302713
CPB2,8.8883015546368,3.48636514657252,0.639621125667632,5.45067229124661,5.017976209821e-08,4.37334259543017e-07
CPEB1,61.1794555231981,-3.47763758255059,0.427992400752056,-8.1254657242507,4.45647916234892e-16,1.65426295059902e-14
CPEB2,685.496836587224,-1.83979947103149,0.225991152676776,-8.14102432435866,3.91947631781575e-16,1.47215795774745e-14
CPEB4,1236.16631772451,-1.7497229221488,0.206833260003087,-8.45958199432086,2.68337620725917e-17,1.25931469447651e-15
CPED1,471.654085678708,-3.98732810483945,0.377535357610906,-10.5614693417639,4.49568871546373e-26,1.20235298922728e-23
CPLX2,21.8788446820966,2.64312023455133,0.721865717920165,3.66151234078088,0.000250730781143523,0.000932437909168023
CPN2,3.44772547217058,2.57594922414595,0.741602628986163,3.47348987646861,0.000513736743375057,0.00175121747995079
CPNE4,84.7736759475011,1.91037615313387,0.555347568062233,3.43996492106686,0.000581789587919277,0.00195202014398913
CPNE6,19.4431083492821,-3.71435840397989,0.627964685604726,-5.91491605997396,3.32044875338934e-09,3.69645543769993e-08
CPQ,1253.46373112209,-1.58997009137247,0.264641982241582,-6.00800401321455,1.87821193724253e-09,2.19665693271389e-08
CPXM2,1017.52357363499,-2.95924499096652,0.431755387593954,-6.85398509433205,7.18205685548621e-12,1.32524769807218e-10
CR1L,10.2647245547806,1.78288338310279,0.494447947834547,3.60580601236388,0.000311185542080589,0.00112778721030284
CRB2,12.5059393986204,-1.95244526230587,0.454127606832038,-4.29933180219099,1.71313832608318e-05,8.5997839354126e-05
CREB3L3,9.68571176959795,1.52795320065026,0.569887966928073,2.68114662761971,0.00733703594984068,0.0177164716648062
CREB5,238.370163082603,-2.06607026830849,0.392000552007359,-5.27057999721822,1.35993337499278e-07,1.08511146865887e-06
CRH,1373.95658879382,3.84818387582783,0.99971557969794,3.84927868883522,0.000118466162848363,0.000478738737103214
CRHBP,9.68345124321804,-2.54636151400795,0.405795534369664,-6.2749865346924,3.49664553143328e-10,4.6673804874778e-09
CRISPLD2,3401.04006525788,-2.18815258676287,0.331546410070018,-6.5998379723091,4.11607383348064e-11,6.63052300113231e-10
CRLF2,8.58628348949726,-2.34315344592772,0.407538285639546,-5.74952962333496,8.94920728226453e-09,9.08758020364629e-08
CRP,7.72080066741958,2.68427365248895,0.921646198003525,2.91247732405737,0.003585742340579,0.0095040244138952
CRTAC1,3061.79646550788,-1.67010056211647,0.741633602689451,-2.2519213747328,0.0243272411137567,0.04996910319637
CRY2,1288.55585990503,-1.70514190031278,0.137242474886727,-12.4243015999247,1.92903698167962e-35,2.37893127329579e-32
CRYAB,1549.50024042112,-3.75390321211249,0.40733007041134,-9.21587548967753,3.08748329599509e-20,2.56688967058049e-18
CRYBA2,3.91651070276817,2.41313353867025,0.876138352202431,2.7542836500698,0.00588207650576693,0.0146264516942998
CRYGD,0.466495977053526,-2.92046043493419,0.974582476158507,-2.99662728027464,0.0027298425226483,0.00753067848659081
CRYM,215.753881624444,-2.43304068831592,0.498072616736323,-4.88491157024189,1.03475283834416e-06,6.83207718785357e-06
CSAG1,402.496093049729,6.02632001032688,0.80789855969143,7.45925331594672,8.70141749315141e-14,2.21468029914208e-12
CSAG2,35.8639123773047,4.18761660501813,0.754413202788487,5.55082624421169,2.84322574383382e-08,2.59407830092984e-07
CSAG3,63.5962297859487,3.35814028959479,0.69338025306425,4.8431438229661,1.2780071135813e-06,8.26367664062854e-06
CSAG4,9.58063695413781,3.48813083791712,1.08624970315591,3.21116850737263,0.00132196392204548,0.00400887365321935
CSDC2,221.654438582911,-2.12181202421733,0.481685233891195,-4.40497626858251,1.05795459128994e-05,5.59154190891762e-05
CSF2,49.4955352646628,2.55168415323126,0.548331193682643,4.65354548971382,3.26275580766176e-06,1.92983355764657e-05
CSF3,539.854774880399,-3.50259883368318,0.697660217187469,-5.0204938555956,5.15387998339502e-07,3.63423849655027e-06
CSGALNACT1,608.602703394912,-2.14108936690958,0.234716325946658,-9.12203000057256,7.3730112488533e-20,5.74267030533493e-18
CSPG4,2550.47661940619,-1.85006995569982,0.361171218304633,-5.12241801654128,3.01642259396377e-07,2.23866762757632e-06
CSRNP1,2352.22658003857,-2.79578441540458,0.229318340080752,-12.1917174806868,3.44092122714653e-34,3.47188951819085e-31
CSRNP3,108.983833894259,-1.9907567235648,0.336718927342712,-5.91222103038661,3.37525189266865e-09,3.74994201769063e-08
CSRP1,17858.2642078319,-3.40555866460025,0.260893714573405,-13.0534331582836,6.0746986710074e-39,1.68557701373778e-35
CST1,739.53226478805,6.76375684257937,0.612792358958239,11.0375998390024,2.51665911731414e-28,9.31079984768987e-26
CST2,56.0191047070537,6.02738034080456,0.661432963109558,9.11260955678467,8.0423808584095e-20,6.24212483548861e-18
CST4,43.4219288894453,6.75120807882691,0.819054938571898,8.24268038795823,1.68394961771123e-16,6.82122511203536e-15
CST5,8.01325055473709,3.41472618013571,0.912834141049962,3.74079586485231,0.000183438467419211,0.000703154394711041
CST6,1239.54995068402,3.9466463812121,0.498033904650754,7.92445322368099,2.29152389919972e-15,7.30851257391312e-14
CSTA,3551.34199292702,1.8778821530548,0.414299701671058,4.53266595529867,5.82438839568386e-06,3.27150236860806e-05
CSTL1,8.3465084991708,2.87193385058255,0.570221266566003,5.03652532617375,4.74058412532724e-07,3.35880901417217e-06
CT45A10,19.2793334291065,21.4541959393937,1.45872100056441,14.7075389543941,5.76667830639134e-49,1.28008725045275e-44
CT55,1.85535916559462,2.59367519416259,0.962331208109555,2.69520012684377,0.00703463658939273,0.0170959998917604
CT83,25.9083902865334,6.92504372187804,1.38657018912986,4.99436939879965,5.90283202378697e-07,4.11529727588012e-06
CTAG2,355.519380523376,8.29493072597829,1.22695452567683,6.7605852966739,1.3743538856961e-11,2.40788536343188e-10
CTAGE15,9.73029074570165,1.69111352692524,0.572663685698629,2.95306576819541,0.00314634921420668,0.00849874176891701
CTAGE4,13.5331561321673,1.62084879505615,0.414149354740519,3.91368180706615,9.08994019100325e-05,0.000378784479744491
CTB-178M22.2,7.35623010586097,1.73454888086085,0.442950688529718,3.91589611615306,9.00690278655857e-05,0.000375676865945184
CTCFL,7.53012442042912,2.45732093814832,0.949669379502198,2.58755414377623,0.00966600033656677,0.0224746910517554
CTNNA3,59.0700653689678,-3.13637909033853,0.588486435580403,-5.32956904477371,9.8446089273291e-08,8.10573549587728e-07
CTSE,2043.32319488446,2.17121728686848,0.687624519968209,3.15756233790042,0.00159094216766425,0.00471505130010827
CTSG,152.523416576351,-2.97890892635269,0.584024535401517,-5.1006571569886,3.38476195758822e-07,2.4780654991604e-06
CTSL3P,8.57810941226628,3.97173692940982,0.993022565592991,3.99964418435755,6.34377892460942e-05,0.000274769516879894
CTSV,838.802507257438,2.92660747594068,0.449379230043563,6.51255616699724,7.38825734735997e-11,1.13262801517056e-09
CXCL10,2954.58375087665,3.50875357825247,0.540211633643956,6.49514627181285,8.29527743064306e-11,1.25777710659436e-09
CXCL11,1006.38522511555,3.97615733249429,0.577116032309342,6.88970174088495,5.59094846305131e-12,1.04732383107859e-10
CXCL12,1829.59894163702,-2.14233986261031,0.429121876395058,-4.99238090727872,5.96394882782939e-07,4.15339712349074e-06
CXCL13,1172.21160682598,-2.48139495284075,0.566649913641957,-4.37906173300618,1.19191367440479e-05,6.20354038556567e-05
CXCL2,470.008821974539,-2.26744882167467,0.484170807670636,-4.68315888887117,2.82487370745818e-06,1.69431360600261e-05
CXCL5,406.651318723632,3.75501739134605,0.648885978242284,5.78686782771562,7.17109584136307e-09,7.4280907833214e-08
CXCL9,2918.31895428703,2.3510889935551,0.551196084195323,4.26543123394534,1.9951646018672e-05,9.83318468744405e-05
CXCR1,36.0991332103815,-1.61505227974527,0.570394474290654,-2.83146550771509,0.0046335230802504,0.0118674218686279
CXCR2,130.955239712388,-2.52789285102027,0.426306306674067,-5.92975710526604,3.03383126175454e-09,3.40987272650265e-08
CYBRD1,2751.55927972991,-2.28491809638156,0.316557981068526,-7.21800817868793,5.27545443668993e-13,1.16637985643071e-11
CYGB,1111.93030627883,-1.91696948233263,0.276668816437965,-6.92875151964389,4.24570778437572e-12,8.06902580458667e-11
CYP11A1,242.955098569014,2.35355310458112,0.564620233478609,4.16838250744388,3.06768820867264e-05,0.000144302909209823
CYP1A1,3431.99335022058,2.80747045918986,0.904400198394573,3.10423467860078,0.00190771946369743,0.00550683441549486
CYP1A2,83.6814814420897,4.08623528733185,1.0092296051045,4.04886585437487,5.14664321439877e-05,0.000228581804868395
CYP1B1,1428.65640242162,-1.57220585577267,0.507159934771179,-3.10001983197277,0.00193507685548661,0.00557420659720889
CYP21A1P,13.1047072983259,-1.54672493158229,0.440094863599289,-3.51452620676482,0.00044053920142004,0.00153013443797873
CYP26A1,22.0491188538621,3.24335804867257,0.607444745322196,5.33934662148118,9.32821482203707e-08,7.7091479009523e-07
CYP27B1,247.902594602562,2.41584903052595,0.285637690074225,8.45773899760279,2.7261142484377e-17,1.27398492814358e-15
CYP2B6,10.8658536773512,2.42558664479885,0.868703916860224,2.792190293749,0.00523525576495372,0.0131909429591876
CYP2B7P,44.8548383832147,-1.70668215696752,0.587173398765842,-2.90660673755781,0.00365372222034977,0.00966344880821211
CYP2C8,42.9154627278353,1.5720758755202,0.476960821542839,3.29602727208276,0.00098062495283066,0.00309071598792205
CYP2C9,40.4698596926697,3.53419655841164,0.734584234673484,4.81115220228292,1.50062683887233e-06,9.58311696469736e-06
CYP2W1,238.356873040132,1.5567426693679,0.605297107565256,2.57186536976814,0.0101152218572998,0.023367436235648
CYP3A4,6.59786441072396,2.04931645942832,0.591159101541733,3.46660730433439,0.000527071308528159,0.00178970233241768
CYP3A43,4.34695151064942,2.07415482251708,0.606654213686529,3.41900670220819,0.000628501783589579,0.00209167655054295
CYP3A7,54.2805991588541,1.66432247395121,0.441789536873411,3.76722926878211,0.000165069395242422,0.000642505775134363
CYP46A1,24.7558026468181,-1.52879451921772,0.310705258777666,-4.92040117129685,8.63670023002626e-07,5.80434367865949e-06
CYP4F8,2768.56657823327,3.73265107923871,0.766505004359489,4.86970216503388,1.11766582446771e-06,7.2857897230007e-06
CYP8B1,41.8441811164873,2.38153734822372,0.585636035571685,4.06658266153126,4.77075679133718e-05,0.000214201576161211
CYS1,124.701331968131,-1.90114159325741,0.394957526712196,-4.81353427818775,1.48284152506453e-06,9.48044820661936e-06
CYTL1,89.89705237876,-1.98946642902401,0.459624934684267,-4.32845626704445,1.50158141294264e-05,7.63797071597177e-05
DAAM2,395.770374995369,-2.33189115209012,0.308822443932954,-7.55091217591807,4.32220237655316e-14,1.1517916969355e-12
DAAM2-AS1,53.6821166252729,1.50504724172345,0.393114063459505,3.82852556451084,0.00012891324234412,0.000516257649928699
DACH1,118.989706588645,-1.67206703398792,0.422568534767393,-3.95691324936988,7.59244875887064e-05,0.000322189213437986
DACT3,447.211843229708,-3.22611391979047,0.399364997903637,-8.07810883959564,6.57788859881178e-16,2.35890098734126e-14
DAPL1,282.357548039422,-2.31776953206236,0.724747561715194,-3.19803701936866,0.00138366516645671,0.00417715209642405
DAW1,6.31119011327217,2.89031877767782,0.832553212040631,3.47163248652119,0.00051730400120055,0.00176175425263115
DBET,6.42871095780801,3.21035883426878,0.804901193816685,3.98851294908122,6.64887741788931e-05,0.000286141490737315
DBNDD1,1205.62362519325,1.66101676124909,0.305954206671018,5.42897180372853,5.66796368445141e-08,4.87853655942041e-07
DBX2,1.34359219323028,-2.03198126139801,0.707897328885287,-2.87044628999764,0.00409892825086114,0.0106755848072997
DCAF12L1,2.77118102230207,-3.66056814091625,0.999930338420134,-3.66082315964116,0.000251406240956273,0.000934480197044096
DCAF12L2,14.5323279648395,-1.92179456245682,0.589143425598095,-3.26201478104559,0.00110623375259045,0.00343491073436883
DCAF4L2,25.0675913768924,6.47397721496364,1.6770134294589,3.86042061514828,0.000113192011234842,0.000460105523785208
DCAF8L2,2.7778734011863,3.4909060004763,1.39087895818712,2.50985607333249,0.0120780378076442,0.0272357053285337
DCDC1,17.8735747195519,1.98332772244466,0.450929278305246,4.39831214752502,1.09095996263583e-05,5.74546364189564e-05
DCHS1,989.217958178794,-2.26603708440844,0.296064471987974,-7.65386359664422,1.95029147527806e-14,5.47314414263241e-13
DCHS2,34.2199528551308,-3.14019459427155,0.532172705050138,-5.90070585069879,3.61949709483157e-09,3.97947481481283e-08
DCLK1,269.364241903982,-2.43400057732576,0.463953921469966,-5.24621188590024,1.55258336235892e-07,1.22736043677608e-06
DCN,15653.7747660443,-2.65326050904621,0.409843830046604,-6.47383299327577,9.55475068294487e-11,1.4301844616319e-09
DCST1,33.9475818097346,1.92852335247682,0.291860126259433,6.60769724591485,3.90343923357381e-11,6.33859137577698e-10
DCSTAMP,12.8253522683503,2.17224619696322,0.566146076713201,3.83690055678623,0.000124596895584426,0.000500597626820468
DCT,3.88239205640303,-2.79314502280689,0.58966145056892,-4.7368621776309,2.17052667640681e-06,1.33688543737176e-05
DCUN1D3,761.842291271062,-1.74149970555124,0.155842703034902,-11.1747272835818,5.42166500610884e-29,2.11140561062463e-26
DDIAS,523.474163481047,1.72901141210674,0.213885742432029,8.08380863748411,6.27748081676352e-16,2.26213505146942e-14
DDN,41.2869255793976,2.60902009963367,0.433771791707027,6.01472974848449,1.80187048470778e-09,2.11182265150703e-08
DDN-AS1,26.0548946079228,2.45789702080405,0.3294277429889,7.46111119392536,8.57958060887348e-14,2.19411901331536e-12
DDR2,1248.73210190157,-2.79601715027925,0.354432199612231,-7.88872216840981,3.05296339740067e-15,9.5719889117938e-14
DDX11-AS1,67.9051461403178,1.60777942135698,0.227043757813894,7.08136368441744,1.42742738693718e-12,2.94206435796021e-11
DDX11L10,9.32657864393143,2.16991016224575,0.605160855696794,3.58567501816897,0.000336207432287994,0.00120276109297806
DDX4,2.72388733574863,1.92527818222195,0.644567417099328,2.98693066256134,0.00281793626512526,0.00773877882138446
DDX53,9.19935858511151,4.74507527475008,1.20400537833748,3.94107481588012,8.11173185736557e-05,0.000342067294395519
DEFB126,24.4060312521679,3.66700648541704,0.698945948574312,5.24648077994712,1.55032013551721e-07,1.22644356265898e-06
DENND2A,440.594523667571,-2.07539006773052,0.29851118481563,-6.95247003562812,3.58945094114484e-12,6.89442770616045e-11
DEPDC1,780.704699738439,1.83100271811451,0.258362663513168,7.08694783223269,1.37102033979742e-12,2.83369734663158e-11
DEPDC1-AS1,3.37041158130053,1.58912093063778,0.467072392064315,3.40230113712001,0.000668209652662596,0.0022059663696913
DEPDC1B,556.068877681291,2.17089438239788,0.23684417562495,9.16591837932955,4.91268570333344e-20,3.97999260009473e-18
DES,37877.2129943733,-4.45609580636833,0.696989165898358,-6.39335017585935,1.62290011454705e-10,2.30487119275211e-09
DEUP1,5.18621214743922,1.70385861798168,0.629627783610606,2.70613632742013,0.00680710950288523,0.016615814465037
DGCR5,22.1360079111773,1.64420441399849,0.488530083666786,3.36561548401993,0.000763730900500325,0.00247891483101422
DGKB,39.4245638328716,-3.92560782117657,0.622128522851395,-6.30996277615495,2.79102588718228e-10,3.78467884200807e-09
DGKG,178.960869111844,-2.57824262258786,0.374126761162806,-6.891361138066,5.52610489465092e-12,1.03605132138058e-10
DGKK,16.9568820689152,4.39424114634474,0.971523338991691,4.52304228831534,6.09570552627797e-06,3.40837459124228e-05
DHRS7C,0.616430744270891,-3.48516526528388,0.857900202168406,-4.06243669890142,4.85631190377166e-05,0.000217295729973641
DIAPH3,572.847411726939,1.75114276680981,0.261472005583514,6.69724761892528,2.12381580921099e-11,3.59606890410873e-10
DIO1,24.5123431110453,2.54849621271747,0.509624174533902,5.00073650361721,5.71117222672664e-07,3.99548065202893e-06
DIO2-AS1,1.66863867084265,2.44641410919783,0.909188709608275,2.69076604597507,0.00712881683434133,0.0172889190526285
DIO3OS,143.430007581299,-1.69025754556519,0.491099130292245,-3.44178484812088,0.000577889684234455,0.00194128256819559
DIRAS1,149.738356157904,-1.76925447310849,0.5171243032819,-3.42133305644315,0.000623149690730652,0.00207604334906784
DIRAS3,63.7094522954512,-1.55925993225409,0.37430403610645,-4.16575773126487,3.10320117034505e-05,0.000145788062601734
DIRC1,5.19331351238089,2.68560182319431,0.686006767086718,3.91483284428713,9.04668604179277e-05,0.000377123637099936
DISC1FP1,6.68632858402742,2.02067940440164,0.675406074037185,2.9917992776156,0.00277338547827749,0.00763342973921931
DISP1,317.996255551422,-1.72963808818521,0.213433421358218,-8.10387650246327,5.32351449927045e-16,1.94681012940371e-14
DISP3,42.4174719384999,2.58053432743188,0.473902383669665,5.4452866589307,5.17220213863611e-08,4.49540106004089e-07
DIXDC1,687.533048934708,-3.22848024612105,0.298468941959165,-10.8168046729725,2.8659565348738e-27,9.08835759444695e-25
DKK1,2014.33427370819,-1.76845288963672,0.534122135429384,-3.31095225666889,0.000929790707609171,0.00294639459350584
DKK2,119.845664828017,2.31524009299743,0.430667199368895,5.37593783875393,7.61850746748305e-08,6.40589502890866e-07
DLC1,1113.58459904808,-1.63003842936758,0.27022312454073,-6.03219443982815,1.61747990163556e-09,1.91084719832391e-08
DLG2,83.0464800938283,-2.53734968497472,0.329378792279335,-7.70343976130339,1.32451558786556e-14,3.82335461891285e-13
DLG3-AS1,4.09504076290283,1.81563716983804,0.5027798695476,3.61119702638799,0.000304786998661132,0.00110749088169583
DLGAP1-AS3,12.2173269286355,2.87668878628302,1.04759437282415,2.74599488209155,0.00603277047188859,0.0149552198724825
DLGAP5,1226.87256755283,2.01887168462797,0.250236478105036,8.0678552540232,7.15437925457359e-16,2.53473026412999e-14
DLL3,43.5717271609353,2.91544934025184,0.552479979920059,5.27702260030072,1.31299698576733e-07,1.05068158219406e-06
DLX1,31.5322157468619,2.26687647314432,0.552176859237793,4.10534493653618,4.03712017902533e-05,0.000183940873838268
DLX2,13.8608951530763,2.27900249703455,0.573250278916159,3.97558026721496,7.02078583571166e-05,0.000300863714249281
DLX2-DT,2.11424978889985,2.58713364659106,0.769695003234675,3.36124521494686,0.000775919058873627,0.00251333011365486
DLX4,77.7754740315084,1.99420066432809,0.38642583186373,5.16062980238683,2.46120443932925e-07,1.85860995918551e-06
DLX6,154.324580578708,2.75302655461783,0.467243244753218,5.89206282922697,3.81404096125022e-09,4.174757458473e-08
DMBX1,268.186338292321,2.88630269080484,0.5558424980962,5.19266285088067,2.07307398236481e-07,1.59516274880376e-06
DMD,820.297783514012,-3.89887185478222,0.398604600179623,-9.78130170355603,1.35457050669608e-22,1.8113708498578e-20
DMGDH,26.1994951766866,-2.84165439867293,0.262683995492075,-10.8177675360456,2.83601258665809e-27,9.08835759444695e-25
DMPK,2781.59729647376,-2.13027357401892,0.192918080470175,-11.042373886507,2.38643648308621e-28,8.978663907042e-26
DMRT1,4.61556322889256,3.59240246973324,0.890699756372059,4.03323616519846,5.50139408526734e-05,0.000242734935211219
DMRT2,69.7905609408398,3.19903447547116,0.64417411080158,4.96610221030216,6.83119610781591e-07,4.71074529982285e-06
DMRT3,11.6443706287386,2.71906218615434,0.668266290080151,4.06883038470819,4.72497268588433e-05,0.000212317699759636
DMRTA2,147.355564680062,3.70072671872882,0.59387864316074,6.23145277464908,4.62129312418729e-10,6.03787314718714e-09
DNA2,448.094044795667,1.65812751670234,0.18135236354905,9.14312603515573,6.067261699485e-20,4.81003840018457e-18
DNAAF3,47.7418101367946,1.92869491734114,0.381597854126708,5.0542603855962,4.32061815514486e-07,3.08687099478293e-06
DNAH11,69.1302838623713,1.93368307665893,0.579871521400842,3.33467501902417,0.000853991400822846,0.00273311723118015
DNAH3,101.360688198296,1.5239265815413,0.317403071083809,4.80123451968402,1.57690462429958e-06,1.00269632913784e-05
DNAH9,10.1432694384346,-1.59063585910659,0.454631774053995,-3.49873447014656,0.000467471868522025,0.00161107600333052
DNAI1,5.55547568611029,1.99077987542929,0.578072149254759,3.44382596185575,0.00057354476622121,0.0019287299985727
DNAJB13,72.020598573865,2.70609005350956,0.499750345013619,5.41488381250806,6.13285162259548e-08,5.24815113023803e-07
DNAJB4,878.269593507099,-2.248062046598,0.214439316561567,-10.4834415751953,1.02928521788554e-25,2.48348622463295e-23
DNAJB5,714.600939519088,-2.91055062757909,0.30473682225768,-9.55103031532561,1.28412764951424e-21,1.35095097459323e-19
DNAJC22,135.810863798018,1.91500875222153,0.416514978654903,4.59769480177131,4.27191147440642e-06,2.47205137927199e-05
DNASE1L2,76.1223946794659,2.0779634193519,0.315448244694948,6.58733549575264,4.47789679457677e-11,7.14596355470993e-10
DNASE1L3,122.118277258274,-1.92995444743146,0.506345444290462,-3.81153710217713,0.000138105321096599,0.000548909922596651
DNASE2B,5.56927552746148,2.11950765662365,0.579813254516589,3.65550052558002,0.00025668068254773,0.000952172090774486
DNM1P46,4.2238761522797,-2.86721818939848,0.453501562757876,-6.32239979937904,2.57532018843217e-10,3.51580304691374e-09
DNMT3B,893.417064143837,2.21674800000769,0.28137867056371,7.87816644227756,3.32219993959341e-15,1.04014378362616e-13
DOC2A,77.5646742795031,2.15097516665846,0.48953394556114,4.39392443805476,1.1132252338684e-05,5.84795619448158e-05
DOCK11,550.90553157412,-1.53797421909452,0.30789204884223,-4.99517355150218,5.8782880145936e-07,4.09947336939833e-06
DOK6,174.150560058428,-3.549620117098,0.433102446141756,-8.19579789659327,2.4893629641081e-16,9.72867589388586e-15
DPEP1,37.0329372017774,1.55336727065289,0.489369682707965,3.17422048308594,0.00150239518109249,0.00448506927658065
DPF1,68.596739088166,1.90746082457884,0.367538423329225,5.1898269772742,2.10489576852998e-07,1.61732351228206e-06
DPP6,24.0539598689774,-2.03611668373463,0.690506129378267,-2.94873078906331,0.00319081795252256,0.00860002148009906
DPPA2,11.1921895611253,5.02846984406702,1.4786924156237,3.40061921663814,0.000672334115496621,0.00221760366950876
DPRX,1.86040003110033,2.74735882662884,0.981841356970922,2.79816979303532,0.00513930884017322,0.0129816087430775
DPRXP4,8.32169920587926,1.6816280857527,0.364648740298067,4.61163826968969,3.99507774925716e-06,2.32702009651038e-05
DPT,788.896480721454,-3.43096600985577,0.603602288839877,-5.68415009898336,1.31464779614182e-08,1.28162282734985e-07
DPYSL2,2298.86962191351,-1.64424294056977,0.267297496595678,-6.1513592963308,7.68216621393065e-10,9.66168417092535e-09
DPYSL3,6824.32399277138,-2.41522993100164,0.373697566219925,-6.4630603710709,1.02606332140576e-10,1.52657866009149e-09
DRAXIN,63.5762565765766,2.40712646506465,0.380881621920653,6.3198808409982,2.61765068892702e-10,3.57139582008617e-09
DRC1,11.0077599707445,1.95624732427856,0.480845824188643,4.06834628870791,4.7347979465981e-05,0.000212673097568969
DRC7,8.59358785261364,2.25258030481799,0.541434396025926,4.16039380089574,3.17699320229067e-05,0.000148657030152716
DRD5,2.75554318663373,2.2869780224572,0.71915551931356,3.18008825773894,0.00147230203373612,0.00440876305744967
DSC1,29.5808897604261,2.89394814121621,0.645345969056145,4.48433596857942,7.31413448090151e-06,4.01779651588844e-05
DSCAML1,35.4985453293813,-1.96768208854436,0.545803408497624,-3.60511139708818,0.000312019060719345,0.00113043889502987
DSCR10,2.84074534793444,3.66947113935384,1.11504369537039,3.29087654106231,0.000998757358954749,0.0031385073406112
DSCR4,18.4589753549667,5.91206487214366,1.2312546654564,4.80165885905673,1.57356602122357e-06,1.00086013006077e-05
DSCR8,119.498057621839,5.44893819252846,1.13950737517393,4.78183670526641,1.73700758077026e-06,1.09322637589844e-05
DSCR9,8.1186863738529,1.5674168269,0.344087138219522,4.5552903692088,5.23132635520816e-06,2.96918901643853e-05
DSG1,173.033087638022,3.93094815057769,0.676674966494621,5.80921172677805,6.27676697783787e-09,6.58156227558078e-08
DSG4,17.7002543189024,1.86030909720933,0.747155880387523,2.4898540532726,0.0127795561392228,0.0285737900058891
DSTN,20071.8720942352,-2.00745155392474,0.158585080103094,-12.6585146132267,1.00380681348558e-36,1.59160740326807e-33
DTL,920.865179914373,1.74158989146144,0.226728778147884,7.68137995400607,1.57383921441917e-14,4.47325004887025e-13
